card_id,year_month,month_end,active_account,activation_date,credit_limit,initial_balance,average_daily_balance,closing_balance,payments,MOB
27,2020_02,28/02/20,TRUE,21/01/20,30000,0,864.3031579,1368.48,0,2
27,2020_03,31/03/20,TRUE,21/01/20,30000,1368.48,816.5866667,676,1393.48,3
27,2020_04,30/04/20,TRUE,21/01/20,30000,676,152.827,4.18,425.09,4
27,2020_05,29/05/20,TRUE,21/01/20,30000,4.18,442.4157895,645,4.18,5
27,2020_06,30/06/20,TRUE,21/01/20,30000,645,322.5,0,645,6
27,2020_07,31/07/20,TRUE,21/01/20,30000,0,0,0,,7
27,2020_08,31/08/20,TRUE,21/01/20,30000,0,0,0,,8
27,2020_09,30/09/20,TRUE,21/01/20,30000,0,0,0,,9
28,2020_01,31/01/20,TRUE,21/01/20,30000,0,424.2033333,1032.61,,1
28,2020_02,28/02/20,TRUE,21/01/20,30000,1222.09,5279.463158,10485.12,0,2
28,2020_03,31/03/20,TRUE,21/01/20,30000,13612.14,18857.44476,18543.32,10486,3
28,2020_04,30/04/20,TRUE,21/01/20,30000,18543.32,14840.9575,8217.16,18544,4
28,2020_05,29/05/20,TRUE,21/01/20,30000,8646.16,13639.13737,20985.55,8218,5
28,2020_06,30/06/20,TRUE,21/01/20,30000,22415.22,22229.63091,23610.61,11482,6
28,2020_07,31/07/20,TRUE,21/01/20,30000,23610.61,20759.34565,17605.6,16571,7
28,2020_08,31/08/20,TRUE,21/01/20,30000,12747.2,24244.21429,26838.44,13030,8
28,2020_09,30/09/20,TRUE,21/01/20,30000,26958.34,24511.85143,27845.26,13500,9
29,2020_01,31/01/20,TRUE,21/01/20,30000,0,511.0511111,2099.44,,1
29,2020_02,28/02/20,TRUE,21/01/20,30000,7267.49,9032.817368,11136.76,7018.65,2
29,2020_03,31/03/20,TRUE,21/01/20,30000,8153.55,9031.067619,7718.33,16340,3
29,2020_04,30/04/20,TRUE,21/01/20,30000,7718.33,7836.18,16185.33,13000,4
29,2020_05,29/05/20,TRUE,21/01/20,30000,17005.32,19175.45684,22467.12,9500,5
29,2020_06,30/06/20,TRUE,21/01/20,30000,22524.12,22954.17955,22634.79,2000,6
29,2020_07,31/07/20,TRUE,21/01/20,30000,25072.31,25216.75565,23421.76,3500,7
29,2020_08,31/08/20,TRUE,21/01/20,30000,23491.75,25718.62619,30389.72,1200,8
29,2020_09,30/09/20,TRUE,21/01/20,30000,30389.72,27235.5381,26634.75,20000,9
30,2020_02,28/02/20,TRUE,05/02/20,30000,0,1638.664444,3949.29,0,1
30,2020_03,31/03/20,TRUE,05/02/20,30000,2768.7,11163.33619,14974.44,13000,2
30,2020_04,30/04/20,TRUE,05/02/20,60000,14974.44,20160.558,15516.82,28500,3
30,2020_05,29/05/20,TRUE,05/02/20,60000,18596.69,14224.40632,22539.72,16000,4
30,2020_06,30/06/20,TRUE,05/02/20,60000,36528.21,32696.30773,30136.5,17000,5
30,2020_07,31/07/20,TRUE,05/02/20,60000,30526.97,32912.30739,39278.64,10500,6
30,2020_08,31/08/20,TRUE,05/02/20,60000,30577.28,30177.36333,38557.93,15575.37,7
30,2020_09,30/09/20,TRUE,05/02/20,60000,39285.99,46149.04571,41876.75,27150,8
31,2020_02,28/02/20,TRUE,05/02/20,10000,0,2167.113333,4834.62,0,1
31,2020_03,31/03/20,TRUE,05/02/20,10000,4937.12,4662.887619,1947.4,6256.12,2
31,2020_04,30/04/20,TRUE,05/02/20,10000,2228.4,4467.926,2936.08,15154.27,3
31,2020_05,29/05/20,TRUE,05/02/20,10000,3555.5,6907.701053,537,17420.44,4
31,2020_06,30/06/20,TRUE,05/02/20,10000,0,6193.701818,12977.57,9322.35,5
31,2020_07,31/07/20,TRUE,05/02/20,10000,13114.57,8248.312609,8730.05,23119.88,6
31,2020_08,31/08/20,TRUE,05/02/20,10000,8909.05,6093.951905,9302.4,9230.05,7
31,2020_09,30/09/20,TRUE,05/02/20,15000,146.65,10470.53429,20999.43,20851.44,8
32,2020_02,28/02/20,TRUE,05/02/20,30000,0,0,0,,1
32,2020_03,31/03/20,TRUE,05/02/20,30000,0,0,0,,2
32,2020_04,30/04/20,TRUE,05/02/20,30000,0,0,0,,3
32,2020_05,29/05/20,TRUE,05/02/20,30000,0,0,0,,4
32,2020_06,30/06/20,TRUE,05/02/20,30000,0,0,0,,5
32,2020_07,31/07/20,TRUE,05/02/20,30000,0,0,0,,6
32,2020_08,31/08/20,TRUE,05/02/20,30000,0,0,0,,7
32,2020_09,30/09/20,TRUE,05/02/20,30000,0,0,0,,8
33,2020_02,28/02/20,TRUE,05/02/20,30000,0,19.55555556,70.4,0,1
33,2020_03,31/03/20,TRUE,05/02/20,30000,605.43,2109.42619,6477.88,70.4,2
33,2020_04,30/04/20,TRUE,05/02/20,30000,6477.88,4059.8,961.72,6500,3
33,2020_05,29/05/20,TRUE,05/02/20,30000,2681.46,6566.026316,7428.46,961.72,4
33,2020_06,30/06/20,TRUE,05/02/20,30000,7428.46,11748.68364,10210.7,7428.46,5
33,2020_07,31/07/20,TRUE,05/02/20,30000,10210.7,10195.73391,9294.16,2000,6
33,2020_08,31/08/20,TRUE,05/02/20,30000,9294.16,10512.95048,14526.23,954.73,7
33,2020_09,30/09/20,TRUE,05/02/20,30000,14526.23,13692.60619,13020.13,2000,8
34,2020_02,28/02/20,TRUE,05/02/20,30000,0,10.33333333,93,0,1
34,2020_03,31/03/20,TRUE,05/02/20,30000,1858,1583.333333,0,2747.5,2
34,2020_04,30/04/20,TRUE,05/02/20,30000,0,0,0,,3
34,2020_05,29/05/20,TRUE,05/02/20,30000,0,0,0,,4
34,2020_06,30/06/20,TRUE,05/02/20,30000,0,0,0,,5
34,2020_07,31/07/20,TRUE,05/02/20,30000,0,0,0,,6
34,2020_08,31/08/20,TRUE,05/02/20,30000,0,0,0,,7
34,2020_09,30/09/20,TRUE,05/02/20,30000,0,0,0,,8
35,2020_02,28/02/20,TRUE,05/02/20,30000,0,547.2222222,1970,0,1
35,2020_03,31/03/20,TRUE,05/02/20,30000,1970,1219.52381,0,1970,2
35,2020_04,30/04/20,TRUE,05/02/20,30000,0,0,0,,3
35,2020_05,29/05/20,TRUE,05/02/20,30000,0,0,0,,4
35,2020_06,30/06/20,TRUE,05/02/20,30000,0,0,0,,5
35,2020_07,31/07/20,TRUE,05/02/20,30000,0,0,0,,6
35,2020_08,31/08/20,TRUE,05/02/20,30000,0,0,0,,7
35,2020_09,30/09/20,TRUE,05/02/20,30000,0,0,0,,8
36,2020_02,28/02/20,TRUE,13/02/20,93600,0,0,0,,1
36,2020_03,31/03/20,TRUE,13/02/20,93600,0,0,0,,2
36,2020_04,30/04/20,TRUE,13/02/20,93600,0,0,0,,3
36,2020_05,29/05/20,TRUE,13/02/20,93600,0,7671.052632,13250,0,4
36,2020_06,30/06/20,TRUE,13/02/20,93600,13250,602.2727273,0,13250,5
36,2020_07,31/07/20,TRUE,13/02/20,93600,0,0,0,,6
36,2020_08,31/08/20,TRUE,13/02/20,93600,0,1904.761905,40000,0,7
36,2020_09,30/09/20,TRUE,13/02/20,93600,49269.23,19334.28905,19326.8,0,8
37,2020_02,28/02/20,TRUE,13/02/20,126800,0,5833.995,9313.82,0,1
37,2020_03,31/03/20,TRUE,13/02/20,126800,11404.5,43283.08048,62501.4,0,2
37,2020_04,30/04/20,TRUE,13/02/20,126800,61591.4,79910.227,92397.41,2000,3
37,2020_05,29/05/20,TRUE,13/02/20,126800,97950.34,100320.4032,104356.54,0,4
37,2020_06,30/06/20,TRUE,13/02/20,126800,104356.54,104552.8782,108675.98,0,5
37,2020_07,31/07/20,TRUE,13/02/20,126800,108675.98,108856.653,112831.46,0,6
37,2020_08,31/08/20,TRUE,13/02/20,126800,112831.46,112831.46,112831.46,,7
37,2020_09,30/09/20,TRUE,13/02/20,126800,112831.46,112831.46,112831.46,,8
38,2020_02,28/02/20,TRUE,13/02/20,50000,0,0,0,,1
38,2020_03,31/03/20,TRUE,13/02/20,50000,0,0,0,,2
38,2020_04,30/04/20,TRUE,13/02/20,50000,0,0,0,,3
38,2020_05,29/05/20,TRUE,13/02/20,50000,0,0,0,,4
38,2020_06,30/06/20,TRUE,13/02/20,50000,0,0,0,,5
38,2020_07,31/07/20,TRUE,13/02/20,50000,2542.88,27760.2713,42542.88,0,6
38,2020_08,31/08/20,TRUE,13/02/20,50000,42542.88,34692.20619,25406.73,18466,7
38,2020_09,30/09/20,TRUE,13/02/20,50000,25406.73,31632.73762,50000,25406.73,8
39,2020_02,28/02/20,TRUE,13/02/20,50000,0,6624.854167,36250.74,0,1
39,2020_03,31/03/20,TRUE,13/02/20,50000,50486.36,49246.53571,50127.44,36288.43,2
39,2020_04,30/04/20,TRUE,13/02/20,50000,50127.44,43075.4555,51573.38,50128,3
39,2020_05,29/05/20,TRUE,13/02/20,50000,51573.38,45061.92684,39530.65,27781,4
39,2020_06,30/06/20,TRUE,13/02/20,50000,53024.29,50768.84364,29443.38,64531,5
39,2020_07,31/07/20,TRUE,13/02/20,50000,40461.04,55182.54087,59374.46,20000,6
39,2020_08,31/08/20,TRUE,13/02/20,50000,59374.46,57037.0081,61510.79,35161,7
39,2020_09,30/09/20,TRUE,13/02/20,50000,61510.79,61616.11905,63722.7,0,8
40,2020_02,28/02/20,TRUE,13/02/20,50000,0,4017.530833,24811.72,0,1
40,2020_03,31/03/20,TRUE,13/02/20,50000,30349.17,33950.0919,40290.81,4000,2
40,2020_04,30/04/20,TRUE,13/02/20,50000,40290.81,40509.026,44825.84,4500,3
40,2020_05,29/05/20,TRUE,13/02/20,50000,44825.84,44408.46421,44775.42,4349,4
40,2020_06,30/06/20,TRUE,13/02/20,50000,44775.42,47155.13545,46862.88,4500,5
40,2020_07,31/07/20,TRUE,13/02/20,50000,46862.88,48653.74435,46980.76,4790,6
40,2020_08,31/08/20,TRUE,13/02/20,50000,46980.76,48550.4781,51641.7,0,7
40,2020_09,30/09/20,TRUE,13/02/20,50000,51641.7,50297.01,43403.21,10000,8
41,2020_02,28/02/20,TRUE,13/02/20,117200,0,183.3333333,400,0,1
41,2020_03,31/03/20,TRUE,13/02/20,117200,600,1580.21619,2959.54,0,2
41,2020_04,30/04/20,TRUE,13/02/20,82000,2959.54,2163.1245,2031.23,1000,3
41,2020_05,29/05/20,TRUE,13/02/20,82000,2031.23,2035.001053,2102.88,0,4
41,2020_06,30/06/20,TRUE,13/02/20,82000,2102.88,2106.441818,2181.24,0,5
41,2020_07,31/07/20,TRUE,13/02/20,82000,2181.24,2184.485652,2255.89,0,6
41,2020_08,31/08/20,TRUE,13/02/20,82000,2255.89,2259.518095,2332.08,0,7
41,2020_09,30/09/20,TRUE,13/02/20,82000,2332.08,2335.619048,2406.4,0,8
42,2020_02,28/02/20,TRUE,13/02/20,114409.03,0,0,0,,1
42,2020_03,31/03/20,TRUE,13/02/20,114409.03,40503.95,45185.27905,60330.79,0,2
42,2020_04,30/04/20,TRUE,13/02/20,114409.03,62167.79,91961.151,105093.74,10904,3
42,2020_05,29/05/20,TRUE,13/02/20,114409.03,95000,90507.26421,87276.86,57558.74,4
42,2020_06,30/06/20,TRUE,13/02/20,114409.03,89396.36,99259.12909,100260.87,12000,5
42,2020_07,31/07/20,TRUE,13/02/20,114409.03,100260.87,104220.6883,104950.86,15000,6
42,2020_08,31/08/20,TRUE,13/02/20,114409.03,99950.86,96687.67524,95730.65,17583,7
42,2020_09,30/09/20,TRUE,13/02/20,114409.03,97186.09,102706.8005,109238.53,5000,8
43,2020_02,28/02/20,TRUE,13/02/20,50000,0,0,0,0,1
43,2020_03,31/03/20,TRUE,13/02/20,50000,0,21851.88476,38197.98,0,2
43,2020_04,30/04/20,TRUE,13/02/20,50000,38197.98,45624.162,50242.72,2500,3
43,2020_05,29/05/20,TRUE,13/02/20,50000,50242.72,49286.99684,51625.99,5500,4
43,2020_06,30/06/20,TRUE,13/02/20,50000,51625.99,50465.93045,51941.5,5000,5
43,2020_07,31/07/20,TRUE,13/02/20,50000,51941.5,48949.35217,51685.18,5500,6
43,2020_08,31/08/20,TRUE,13/02/20,50000,51685.18,49768.27905,51841.56,5800,7
43,2020_09,30/09/20,TRUE,13/02/20,50000,51841.56,50261.73667,51782.55,6000,8
44,2020_02,28/02/20,TRUE,13/02/20,50000,0,0,0,,1
44,2020_03,31/03/20,TRUE,13/02/20,50000,0,11648.6719,24133.5,0,2
44,2020_04,30/04/20,TRUE,13/02/20,50000,24133.5,23162.229,21309.08,10000,3
44,2020_05,29/05/20,TRUE,13/02/20,50000,21309.08,16425.25421,12989.39,10000,4
44,2020_06,30/06/20,TRUE,13/02/20,50000,12989.39,20487.38545,38305.28,2000,5
44,2020_07,31/07/20,TRUE,13/02/20,50000,38961.28,42823.97652,49908.35,3500,6
44,2020_08,31/08/20,TRUE,13/02/20,50000,49908.35,48805.99286,49608.25,4745.48,7
44,2020_09,30/09/20,TRUE,13/02/20,50000,49608.25,48586.08952,51137.79,4908.91,8
45,2020_02,28/02/20,TRUE,13/02/20,135200,0,0,0,,1
45,2020_03,31/03/20,TRUE,13/02/20,135200,0,85714.28571,102000,0,2
45,2020_04,30/04/20,TRUE,13/02/20,135200,102000,100199.529,99140.58,6630,3
45,2020_05,29/05/20,TRUE,13/02/20,135200,99140.58,99324.50211,102635.1,0,4
45,2020_06,30/06/20,TRUE,13/02/20,135200,102635.1,99299.41045,87030.71,19260.26,5
45,2020_07,31/07/20,TRUE,13/02/20,135200,87030.71,102823.9404,117343.9,0,6
45,2020_08,31/08/20,TRUE,13/02/20,135200,108268.67,110542.5929,119132.05,9075.23,7
45,2020_09,30/09/20,TRUE,13/02/20,135200,119132.05,119326.839,123222.62,0,8
46,2020_02,28/02/20,TRUE,17/02/20,60400,0,0,0,,1
46,2020_03,31/03/20,TRUE,17/02/20,60400,0,3808.421429,17295.9,100,2
46,2020_04,30/04/20,TRUE,17/02/20,60400,17295.9,16121.6955,17473.19,4291.43,3
46,2020_05,29/05/20,TRUE,17/02/20,60400,14713.8,14748.73737,15275.61,2759.39,4
46,2020_06,30/06/20,TRUE,17/02/20,60400,15275.61,13517.45091,12559.82,4275.61,5
46,2020_07,31/07/20,TRUE,17/02/20,60400,12559.82,14388.23478,21585.29,1459.82,6
46,2020_08,31/08/20,TRUE,17/02/20,60400,21585.29,22394.2481,22923.36,3500,7
46,2020_09,30/09/20,TRUE,17/02/20,60400,22923.36,14313.51476,503.49,22923.36,8
47,2020_02,28/02/20,TRUE,17/02/20,140400,0,0,0,,1
47,2020_03,31/03/20,TRUE,17/02/20,140400,0,0,0,,2
47,2020_04,30/04/20,TRUE,17/02/20,98000,0,0,0,,3
47,2020_05,29/05/20,TRUE,17/02/20,98000,0,0,0,,4
47,2020_06,30/06/20,TRUE,17/02/20,98000,0,0,0,,5
47,2020_07,31/07/20,TRUE,17/02/20,98000,0,0,0,,6
47,2020_08,31/08/20,TRUE,17/02/20,98000,0,0,0,,7
47,2020_09,30/09/20,TRUE,17/02/20,98000,0,0,0,,8
48,2020_02,28/02/20,TRUE,18/02/20,75501.66,0,0,0,,1
48,2020_03,31/03/20,TRUE,18/02/20,75501.66,0,0,0,,2
48,2020_04,30/04/20,TRUE,18/02/20,50000,0,0,0,,3
48,2020_05,29/05/20,TRUE,18/02/20,50000,0,0,0,,4
48,2020_06,30/06/20,TRUE,18/02/20,50000,0,1640.860909,1864.21,1000,5
48,2020_07,31/07/20,TRUE,18/02/20,50000,1864.21,2104.503043,3202,1250,6
48,2020_08,31/08/20,TRUE,18/02/20,50000,3202,4856.430952,9642.47,1292.53,7
48,2020_09,30/09/20,TRUE,18/02/20,50000,9642.47,9629.10619,11987.43,3055.04,8
49,2020_02,28/02/20,TRUE,18/02/20,50000,0,2145.202222,5059.94,0,1
49,2020_03,31/03/20,TRUE,18/02/20,50000,8168,13447.87476,16185.78,0,2
49,2020_04,30/04/20,TRUE,18/02/20,50000,16185.78,15618.7295,17697.44,5000,3
49,2020_05,29/05/20,TRUE,18/02/20,50000,17697.44,17894.17737,18595.53,0,4
49,2020_06,30/06/20,TRUE,18/02/20,50000,18595.53,18263.10136,15282.1,4000,5
49,2020_07,31/07/20,TRUE,18/02/20,50000,15282.1,15311.00261,13668.85,3000,6
49,2020_08,31/08/20,TRUE,18/02/20,50000,13668.85,13548.03095,11131.65,3000,7
49,2020_09,30/09/20,TRUE,18/02/20,50000,11131.65,10577.93381,8503.61,3000,8
50,2020_02,28/02/20,TRUE,18/02/20,116000,0,0,0,,1
50,2020_03,31/03/20,TRUE,18/02/20,116000,0,29966.86714,112962.03,0,2
50,2020_04,30/04/20,TRUE,18/02/20,105000,115928.75,116192.7815,120293.38,0,3
50,2020_05,29/05/20,TRUE,18/02/20,105000,120293.38,120507.6489,124364.49,0,4
50,2020_06,30/06/20,TRUE,18/02/20,105000,124364.49,124590.2882,129332.05,0,5
50,2020_07,31/07/20,TRUE,18/02/20,105000,129332.05,129541.6465,134152.77,0,6
50,2020_08,31/08/20,TRUE,18/02/20,105000,134152.77,134152.77,134152.77,,7
50,2020_09,30/09/20,TRUE,18/02/20,105000,134152.77,134152.77,134152.77,,8
51,2020_02,28/02/20,TRUE,19/02/20,66000,0,0,0,,1
51,2020_03,31/03/20,TRUE,19/02/20,66000,0,7888.751905,20702.8,0,2
51,2020_04,30/04/20,TRUE,19/02/20,50000,20702.8,29948.644,41234.64,0,3
51,2020_05,29/05/20,TRUE,19/02/20,50000,43444.24,41176.95526,41368.95,5007.34,4
51,2020_06,30/06/20,TRUE,19/02/20,50000,42308.95,42427.25591,43400.49,3993.35,5
51,2020_07,31/07/20,TRUE,19/02/20,50000,43400.49,47413.88957,52092.73,4344.24,6
51,2020_08,31/08/20,TRUE,19/02/20,50000,56551.51,55294.62429,42983.71,25024.14,7
51,2020_09,30/09/20,TRUE,19/02/20,50000,43911.71,45097.59048,42065.49,20000,8
52,2020_02,28/02/20,TRUE,25/02/20,50000,0,0,0,,1
52,2020_03,31/03/20,TRUE,25/02/20,50000,0,1832.857143,11740,0,2
52,2020_04,30/04/20,TRUE,25/02/20,50000,11740,7976.321,3666.42,8400,3
52,2020_05,29/05/20,TRUE,25/02/20,50000,3666.42,2122.664211,0,3666.42,4
52,2020_06,30/06/20,TRUE,25/02/20,50000,0,0,0,,5
52,2020_07,31/07/20,TRUE,25/02/20,50000,0,1911.765217,12890.12,0,6
52,2020_08,31/08/20,TRUE,25/02/20,50000,12890.12,9793.977143,2999.12,12891,7
52,2020_09,30/09/20,TRUE,25/02/20,50000,2999.12,4507.354286,4392.9,3000,8
53,2020_02,28/02/20,TRUE,25/02/20,69600,0,0,0,,1
53,2020_03,31/03/20,TRUE,25/02/20,69600,0,0,0,,2
53,2020_04,30/04/20,TRUE,25/02/20,69600,0,0,0,,3
53,2020_05,29/05/20,TRUE,25/02/20,69600,0,0,0,,4
53,2020_06,30/06/20,TRUE,25/02/20,69600,0,30880.94909,68174.39,0,5
53,2020_07,31/07/20,TRUE,25/02/20,69600,68174.39,65761.65261,66182.83,4458.45,6
53,2020_08,31/08/20,TRUE,25/02/20,69600,66182.83,63884.97571,58427.89,10100,7
53,2020_09,30/09/20,TRUE,25/02/20,69600,58427.89,57573.33571,50482.25,10000,8
54,2020_02,28/02/20,TRUE,26/02/20,220000,0,0,0,,1
54,2020_03,31/03/20,TRUE,26/02/20,220000,0,1452.129524,1905.92,0,2
54,2020_04,30/04/20,TRUE,26/02/20,154000,1905.92,1241.249,48.02,1905.92,3
54,2020_05,29/05/20,TRUE,26/02/20,154000,48.02,40.45578947,0.34,48.02,4
54,2020_06,30/06/20,TRUE,26/02/20,154000,0.34,0.216363636,0,0.34,5
54,2020_07,31/07/20,TRUE,26/02/20,154000,0,0,0,,6
54,2020_08,31/08/20,TRUE,26/02/20,154000,0,0,0,,7
54,2020_09,30/09/20,TRUE,26/02/20,154000,0,0,0,,8
55,2020_02,28/02/20,TRUE,27/02/20,2000000,0,0,0,,1
55,2020_03,31/03/20,TRUE,27/02/20,2000000,288365.1,812723.9343,966138.19,0,2
55,2020_04,30/04/20,TRUE,27/02/20,2000000,966138.19,483123.635,109.08,966247.27,3
55,2020_05,29/05/20,TRUE,27/02/20,2000000,109.08,109.08,109.08,0,4
55,2020_06,30/06/20,TRUE,27/02/20,2000000,109.08,109.08,109.08,0,5
55,2020_07,31/07/20,TRUE,27/02/20,2000000,109.08,123.7930435,88.32,0,6
55,2020_08,31/08/20,TRUE,27/02/20,2000000,88.32,13273.02095,20338.48,0,7
55,2020_09,30/09/20,TRUE,27/02/20,2000000,20338.48,8295.646667,2392.61,20338.48,8
56,2020_03,31/03/20,TRUE,02/03/20,136800,0,8782.421429,19518.25,0,1
56,2020_04,30/04/20,TRUE,02/03/20,136800,19518.25,16889.796,12549.17,12000,2
56,2020_05,29/05/20,TRUE,02/03/20,136800,12549.17,10357.03947,5898.69,7000,3
56,2020_06,30/06/20,TRUE,02/03/20,136800,5898.69,3790.551818,101.31,6000,4
56,2020_07,31/07/20,TRUE,02/03/20,136800,101.31,101.31,101.31,0,5
56,2020_08,31/08/20,TRUE,02/03/20,136800,101.31,12328.71714,18507.88,0,6
56,2020_09,30/09/20,TRUE,02/03/20,136800,18507.88,15529.14143,12938.37,8000,7
57,2020_03,31/03/20,TRUE,03/03/20,64000,0,137.4,229,0,1
57,2020_04,30/04/20,TRUE,03/03/20,64000,229,357.05,458,500,2
57,2020_05,29/05/20,TRUE,03/03/20,64000,3348,17826.18684,57832.79,10000,3
57,2020_06,30/06/20,TRUE,03/03/20,64000,57832.79,17347.43091,72.22,62000,4
57,2020_07,31/07/20,TRUE,03/03/20,64000,72.22,21071.91565,7986.04,57000,5
57,2020_08,31/08/20,TRUE,03/03/20,64000,7986.04,16620.85238,3654.66,60000,6
57,2020_09,30/09/20,TRUE,03/03/20,64000,3654.66,34339.56952,38781.95,70000,7
58,2020_03,31/03/20,TRUE,03/03/20,50000,0,4877.35,10453.58,0,1
58,2020_04,30/04/20,TRUE,03/03/20,50000,13385.24,17035.3375,17676.11,11006.91,2
58,2020_05,29/05/20,TRUE,03/03/20,50000,12941.11,22088.82789,33237.2,17240,3
